Degree,Betweenness,Retweets,Curtidas,PageRank
0.12936979785969085,1.4142015248486521e-05,35401.5,72513.38490984456,0.0012005601702356479
0.04898929845422117,1.866746012800221e-06,25766,60504.25,0.001102368063525789
0.04708680142687277,7.353847929212992e-07,20755.99990345241,58887.0,0.0010827550938234925
0.03828775267538644,5.656806099394609e-07,19786.15625,51721.75,0.0009747127017279103
0.02806183115338882,5.091125489455148e-07,15844.984375,50723.96875,0.0009651055828568281
0.02235434007134364,5.091125489455148e-07,11716.437530517578,32434.75,0.0009110860302912909
0.02140309155766944,5.091125489455148e-07,11276,30549.0,0.0008678887531228302
0.0178359096313912,3.394083659636765e-07,10529,28756.0,0.000855155796659058
0.015933412604042806,2.8284030496973044e-07,10190.25,28583.0,0.0008464863056192009
0.015219976218787158,2.8284030496973044e-07,8559,25230.625,0.0008316209742006746
0.013317479191438764,2.2627224397578435e-07,8334.5,24888.5,0.0008160439636462504
0.013079667063020214,2.2627224397578435e-07,6719,20935.0,0.000779643834261489
0.013079667063020214,2.2627224397578435e-07,6581,20784.0,0.000779643834261489
0.011890606420927468,2.2627224397578435e-07,5868.0,19749.5,0.000779643834261489
0.01093935790725327,2.2627224397578435e-07,4842.5,18536.0,0.000779643834261489
0.010463733650416172,2.2627224397578435e-07,4358.000030517578,17931.0,0.000779643834261489
0.009512485136741973,1.1313612198789217e-07,4133.640625,17344.0,0.000779643834261489
0.009512485136741973,1.1313612198789217e-07,4133.5,17290.0,0.000779643834261489
0.009274673008323424,1.1313612198789217e-07,3952.1357120015596,17058.0,0.000779643834261489
0.008085612366230678,5.656806099394609e-08,3604.9686231604724,16980.59976196289,0.000779643834261489
0.007609988109393579,5.656806099394609e-08,3340.5,16630.32358576591,0.0007333713320581467
0.007372175980975029,5.656806099394609e-08,3249.0,14460.521484375,0.0007155234183056099
0.007372175980975029,5.656806099394609e-08,3075,13004.852661132812,0.0007058484316734517
0.006896551724137931,5.656806099394609e-08,2932,12825.984375,0.0006941967156362665
0.006658739595719382,5.656806099394609e-08,2511,12067.32452882207,0.0006789479530501989
0.0064209274673008325,5.656806099394609e-08,2345,9995.0,0.0006647593733627783
0.0064209274673008325,5.656806099394609e-08,2308.9375,9852.0,0.0006439082432779587
0.006183115338882283,5.656806099394609e-08,1949.25,9472.5,0.0006318263693240239
0.006183115338882283,5.656806099394609e-08,1845,9059.0,0.0006310787002604048
0.005945303210463734,5.656806099394609e-08,1838,8712.800835609436,0.0006147084851344251
0.005945303210463734,5.656806099394609e-08,1796.772002696991,8487.5,0.0006098178499354258
0.005945303210463734,5.656806099394609e-08,1787.9232788085938,8301.75,0.0006088868840713193
0.005707491082045184,5.656806099394609e-08,1745,7775.0,0.0006074085455985418
0.005231866825208086,5.656806099394609e-08,1722.5,7407.536315917969,0.0005911602930831883
0.005231866825208086,5.656806099394609e-08,1645,7239.546531540342,0.0005884458463188474
0.005231866825208086,0.0,1561.576261647977,7165.0,0.0005777792188037163
0.005231866825208086,0.0,1542.1891474727183,6665.0,0.0005638175775778921
0.005231866825208086,0.0,1480.5078125,6551.734375,0.0005627978039903655
0.005231866825208086,0.0,1445.10546875,6516.5,0.0005619605349396548
0.005231866825208086,0.0,1418,6282.4921875,0.0005590464461733142
0.004994054696789536,0.0,1339.5,6278.40625,0.0005581727831969452
0.004994054696789536,0.0,1328.5,5646.0,0.0005581727831969452
0.0047562425683709865,0.0,1322.0,5542.3984375,0.000556308968847358
0.004518430439952438,0.0,1299,5514.9261525985785,0.000556308968847358
0.004518430439952438,0.0,1289.00390625,5510.187807984496,0.000556308968847358
0.004518430439952438,0.0,1254.8420436382294,5310.0,0.000556308968847358
0.004280618311533888,0.0,1137.8984375,4952.0,0.000544279057971097
0.004280618311533888,0.0,1128.65234375,4869.0,0.0005441266942631119
0.004042806183115339,0.0,1114.1760792067155,4741.0,0.0005426772165784463
0.004042806183115339,0.0,1014.7475738525391,4716.8843994140625,0.0005306498828122502
0.004042806183115339,0.0,1005,4519.4453125,0.0005163566669318902
0.004042806183115339,0.0,983,4507.03125,0.0005156362062111018
0.004042806183115339,0.0,943,4356.0,0.0005029186843853847
0.004042806183115339,0.0,815,3954.2155161191454,0.0004941130553212435
0.004042806183115339,0.0,771.25,3917.5,0.0004898444166457493
0.0038049940546967895,0.0,725.1856502924982,3434.25,0.0004796596037205823
0.0038049940546967895,0.0,720.44140625,3381.887939453125,0.00047497244797333404
0.0038049940546967895,0.0,714.275951822754,3328.931640625,0.0004718382399321358
0.0038049940546967895,0.0,714.171639993725,3319.452021598816,0.0004705789377020834
0.0035671819262782403,0.0,702.9140625,3298.5894586534705,0.0004697525429218834
0.0035671819262782403,0.0,674,3077.0,0.0004687096944167572
0.003329369797859691,0.0,634.0,2969.0,0.0004568414056229339
0.003329369797859691,0.0,630.15625,2942.3836669921875,0.0004547575424087903
0.003329369797859691,0.0,624.7408515330728,2897.8744506835938,0.0004534331845423333
0.003329369797859691,0.0,617.7770614624023,2886.8135089874268,0.0004530083862047051
0.003329369797859691,0.0,601.92529296875,2869.146629333496,0.0004514899943583683
